"Munic�pio";"Popula��o_residente"
"431349 NOVO BARREIRO";4175
"431350 OSORIO";46415
"431360 PAIM FILHO";3778
"431365 PALMARES DO SUL";11330
"431370 PALMEIRA DAS MISSOES";33131
"431380 PALMITINHO";7056
"431390 PANAMBI";44128
"431395 PANTANO GRANDE";9083
"431400 PARAI";7727
"431402 PARAISO DO SUL";7623
"431403 PARECI NOVO";3862
"431405 PAROBE";58858
"431406 PASSA SETE";5747
"431407 PASSO DO SOBRADO";6574
"431410 PASSO FUNDO";204722
"431413 PAULO BENTO";2299
"431415 PAVERAMA";8515
"431417 PEDRAS ALTAS";1954
"431420 PEDRO OSORIO";7706
"431430 PEJUCARA";3857
"431440 PELOTAS";343132
"431442 PICADA CAFE";5738
"431445 PINHAL";2580
"431446 PINHAL DA SERRA";1918
"431447 PINHAL GRANDE";4329
"431449 PINHEIRINHO DO VALE";4899
"431450 PINHEIRO MACHADO";12195
"431454 PINTO BANDEIRA";3036
"431455 PIRAPO";2254
"431460 PIRATINI";20704
"431470 PLANALTO";10019
"431475 POCO DAS ANTAS";2101
"431477 PONTAO";3901
"431478 PONTE PRETA";1524
"431480 PORTAO";37561
"431490 PORTO ALEGRE";1488252
"431500 PORTO LUCENA";4594
"431505 PORTO MAUA";2352
"431507 PORTO VERA CRUZ";1308
"431510 PORTO XAVIER";10194
"431513 POUSO NOVO";1612
"431514 PRESIDENTE LUCENA";2937
"431515 PROGRESSO";6239
"431517 PROTASIO ALVES";1938
"431520 PUTINGA";3889
"431530 QUARAI";22607
"431531 QUATRO IRMAOS";1856
"431532 QUEVEDOS";2790
"431535 QUINZE DE NOVEMBRO";3803
"431540 REDENTORA";11669
"431545 RELVADO";2079
"431550 RESTINGA SECA";15744
"431555 RIO DOS INDIOS";2660
"431560 RIO GRANDE";211965
"431570 RIO PARDO";38265
"431575 RIOZINHO";4676
"431580 ROCA SALES";11471
"431590 RODEIO BONITO";5868
"431595 ROLADOR";2296
"431600 ROLANTE";21453
"431610 RONDA ALTA";10617
"431620 RONDINHA";5080
"431630 ROQUE GONZALES";6797
"431640 ROSARIO DO SUL";39314
"431642 SAGRADA FAMILIA";2605
"431643 SALDANHA MARINHO";2622
"431645 SALTO DO JACUI";12481
"431647 SALVADOR DAS MISSOES";2733
"431650 SALVADOR DO SUL";7889
"431660 SANANDUVA";16328
"431670 SANTA BARBARA DO SUL";7909
"431673 SANTA CECILIA DO SUL";1634
"431675 SANTA CLARA DO SUL";6681
"431680 SANTA CRUZ DO SUL";131365
"431690 SANTA MARIA";283677
"431695 SANTA MARIA DO HERVAL";6364
"431697 SANTA MARGARIDA DO SUL";2578
"431700 SANTANA DA BOA VISTA";8067
"431710 SANT'ANA DO LIVRAMENTO";76321
"431720 SANTA ROSA";73575
"431725 SANTA TEREZA";1726
"431730 SANTA VITORIA DO PALMAR";29483
"431740 SANTIAGO";49360
"431750 SANTO ANGELO";77568
"431755 SANTO ANTONIO DO PALMA";2123
"431760 SANTO ANTONIO DA PATRULHA";43171
"431770 SANTO ANTONIO DAS MISSOES";10050
"431775 SANTO ANTONIO DO PLANALTO";2019
"431780 SANTO AUGUSTO";13848
"431790 SANTO CRISTO";14216
"431795 SANTO EXPEDITO DO SUL";2305
"431800 SAO BORJA";60019
"431805 SAO DOMINGOS DO SUL";3083
"431810 SAO FRANCISCO DE ASSIS";18205
"431820 SAO FRANCISCO DE PAULA";21801
"431830 SAO GABRIEL";62147
"431840 SAO JERONIMO";24412
"431842 SAO JOAO DA URTIGA";4641
"431843 SAO JOAO DO POLESINE";2543
"431844 SAO JORGE";2816
"431845 SAO JOSE DAS MISSOES";2514
"431846 SAO JOSE DO HERVAL";1943
"431848 SAO JOSE DO HORTENCIO";4865
"431849 SAO JOSE DO INHACORA";2056
"431850 SAO JOSE DO NORTE";27721
"431860 SAO JOSE DO OURO";6922
"431861 SAO JOSE DO SUL";2437
"431862 SAO JOSE DOS AUSENTES";3543
"431870 SAO LEOPOLDO";238648
"431880 SAO LOURENCO DO SUL";43540
"431890 SAO LUIZ GONZAGA";33293
"431900 SAO MARCOS";21658
"431910 SAO MARTINHO";5380
"431912 SAO MARTINHO DA SERRA";3231
"431915 SAO MIGUEL DAS MISSOES";7683
"431920 SAO NICOLAU";5208
"431930 SAO PAULO DAS MISSOES";5720
"431935 SAO PEDRO DA SERRA";3842
"431936 SAO PEDRO DAS MISSOES";2017
"431937 SAO PEDRO DO BUTIA";2949
"431940 SAO PEDRO DO SUL";16148
"431950 SAO SEBASTIAO DO CAI";25959
"431960 SAO SEPE";23555
"431970 SAO VALENTIM";3259
"431971 SAO VALENTIM DO SUL";2245
"431973 SAO VALERIO DO SUL";2729
"431975 SAO VENDELINO";2266
"431980 SAO VICENTE DO SUL";8732
"431990 SAPIRANGA";80037
"432000 SAPUCAIA DO SUL";141808
"432010 SARANDI";24763
"432020 SEBERI";10713
"432023 SEDE NOVA";2891
"432026 SEGREDO";7444
"432030 SELBACH";5107
"432032 SENADOR SALGADO FILHO";2770
"432035 SENTINELA DO SUL";5609
"432040 SERAFINA CORREA";17795
"432045 SERIO";1924
"432050 SERTAO";5315
"432055 SERTAO SANTANA";6537
"432057 SETE DE SETEMBRO";1950
"432060 SEVERIANO DE ALMEIDA";3631
"432065 SILVEIRA MARTINS";2374
"432067 SINIMBU";10162
"432070 SOBRADINHO";15005
"432080 SOLEDADE";31035
"432085 TABAI";4769
"432090 TAPEJARA";24552
"432100 TAPERA";10577
"432110 TAPES";17332
"432120 TAQUARA";57580
"432130 TAQUARI";26885
"432132 TAQUARUCU DO SUL";3077
"432135 TAVARES";5483
"432140 TENENTE PORTELA";13434
"432143 TERRA DE AREIA";11218
"432145 TEUTONIA";33766
"432146 TIO HUGO";3055
"432147 TIRADENTES DO SUL";5616
"432149 TOROPI";2772
"432150 TORRES";39064
"432160 TRAMANDAI";52632
"432162 TRAVESSEIRO";2334
"432163 TRES ARROIOS";2643
"432166 TRES CACHOEIRAS";11115
"432170 TRES COROAS";28581
"432180 TRES DE MAIO";23876
"432183 TRES FORQUILHAS";2669
"432185 TRES PALMEIRAS";4251
"432190 TRES PASSOS";23852
"432195 TRINDADE DO SUL";5791
"432200 TRIUNFO";29856
"432210 TUCUNDUVA";5644
"432215 TUNAS";4577
"432218 TUPANCI DO SUL";1459
"432220 TUPANCIRETA";24068
"432225 TUPANDI";4939
"432230 TUPARENDI";7810
"432232 TURUCU";3423
"432234 UBIRETAMA";1983
"432235 UNIAO DA SERRA";1118
"432237 UNISTALDA";2321
"432240 URUGUAIANA";126866
"432250 VACARIA";66575
"432252 VALE VERDE";3515
"432253 VALE DO SOL";11828
"432254 VALE REAL";5981
"432255 VANINI";2122
"432260 VENANCIO AIRES";71973
"432270 VERA CRUZ";27099
"432280 VERANOPOLIS";26533
"432285 VESPASIANO CORREA";1795
"432290 VIADUTOS";4690
"432300 VIAMAO";256302
"432310 VICENTE DUTRA";4599
"432320 VICTOR GRAEFF";2860
"432330 VILA FLORES";3396
"432335 VILA LANGARO";2080
"432340 VILA MARIA";4363
"432345 VILA NOVA DO SUL";4277
"432350 VISTA ALEGRE";2739
"432360 VISTA ALEGRE DO PRATA";1557
"432370 VISTA GAUCHA";2855
"432375 VITORIA DAS MISSOES";3092
"432377 WESTFALIA";3031
"432380 XANGRI-LA";16775
"500020 AGUA CLARA";15776
"500025 ALCINOPOLIS";5417
"500060 AMAMBAI";39826
"500070 ANASTACIO";25237
"500080 ANAURILANDIA";9076
"500085 ANGELICA";10932
"500090 ANTONIO JOAO";9020
"500100 APARECIDA DO TABOADO";26069
"500110 AQUIDAUANA";48029
"500124 ARAL MOREIRA";12332
"500150 BANDEIRANTES";7266
"500190 BATAGUASSU";23325
"500200 BATAYPORA";11349
"500210 BELA VISTA";24735
"500215 BODOQUENA";7838
"500220 BONITO";22190
"500230 BRASILANDIA";11853
"500240 CAARAPO";30593
"500260 CAMAPUA";13693
"500270 CAMPO GRANDE";906092
"500280 CARACOL";6182
"500290 CASSILANDIA";22002
"500295 CHAPADAO DO SUL";25865
"500310 CORGUINHO";6054
"500315 CORONEL SAPUCAIA";15352
"500320 CORUMBA";112058
"500325 COSTA RICA";21142
"500330 COXIM";33459
"500345 DEODAPOLIS";12984
"500348 DOIS IRMAOS DO BURITI";11467
"500350 DOURADINA";5975
"500370 DOURADOS";225495
"500375 ELDORADO";12400
"500380 FATIMA DO SUL";19170
"500390 FIGUEIRAO";3059
"500400 GLORIA DE DOURADOS";9950
"500410 GUIA LOPES DA LAGUNA";9824
"500430 IGUATEMI";16176
"500440 INOCENCIA";7588
"500450 ITAPORA";25162
"500460 ITAQUIRAI";21376
"500470 IVINHEMA";23232
"500480 JAPORA";9243
"500490 JARAGUARI";7265
"500500 JARDIM";26238
"500510 JATEI";4021
"500515 JUTI";6787
"500520 LADARIO";23689
"500525 LAGUNA CARAPA";7419
"500540 MARACAJU";48022
"500560 MIRANDA";28220
"500568 MUNDO NOVO";18473
"500570 NAVIRAI";55689
"500580 NIOAQUE";13862
"500600 NOVA ALVORADA DO SUL";22430
"500620 NOVA ANDRADINA";55224
"500625 NOVO HORIZONTE DO SUL";3684
"500627 PARAISO DAS AGUAS";5654
"500630 PARANAIBA";42276
"500635 PARANHOS";14404
"500640 PEDRO GOMES";7621
"500660 PONTA PORA";93937
"500690 PORTO MURTINHO";17298
"500710 RIBAS DO RIO PARDO";24966
"500720 RIO BRILHANTE";38186
"500730 RIO NEGRO";4793
"500740 RIO VERDE DE MATO GROSSO";19973
"500750 ROCHEDO";5079
"500755 SANTA RITA DO PARDO";7900
"500769 SAO GABRIEL DO OESTE";27221
"500770 SETE QUEDAS";10771
"500780 SELVIRIA";6542
"500790 SIDROLANDIA";59245
"500793 SONORA";19721
"500795 TACURU";11674
"500797 TAQUARUSSU";3588
"500800 TERENOS";22269
"500830 TRES LAGOAS";123281
"500840 VICENTINA";6109
"510010 ACORIZAL";5334
"510020 AGUA BOA";26204
"510025 ALTA FLORESTA";51944
"510030 ALTO ARAGUAIA";19385
"510035 ALTO BOA VISTA";6936
"510040 ALTO GARCAS";12169
"510050 ALTO PARAGUAI";11473
"510060 ALTO TAQUARI";11133
"510080 APIACAS";10283
"510100 ARAGUAIANA";3083
"510120 ARAGUAINHA";928
"510125 ARAPUTANGA";16951
"510130 ARENAPOLIS";9502
"510140 ARIPUANA";22714
"510160 BARAO DE MELGACO";8164
"510170 BARRA DO BUGRES";35307
"510180 BARRA DO GARCAS";61364
"510185 BOM JESUS DO ARAGUAIA";6706
"510190 BRASNORTE";20140
"510250 CACERES";94861
"510260 CAMPINAPOLIS";16080
"510263 CAMPO NOVO DO PARECIS";36143
"510267 CAMPO VERDE";42968
"510268 CAMPOS DE JULIO";7070
"510269 CANABRAVA DO NORTE";4728
"510270 CANARANA";21842
"510279 CARLINDA";10199
"510285 CASTANHEIRA";8749
"510300 CHAPADA DOS GUIMARAES";22299
"510305 CLAUDIA";12245
"510310 COCALINHO";5707
"510320 COLIDER";33649
"510325 COLNIZA";39861
"510330 COMODORO";21008
"510335 CONFRESA";31510
"510336 CONQUISTA D'OESTE";4101
"510337 COTRIGUACU";20238
"510340 CUIABA";618403
"510343 CURVELANDIA";5241
"510345 DENISE";9544
"510350 DIAMANTINO";22178
"510360 DOM AQUINO";8108
"510370 FELIZ NATAL";14522
"510380 FIGUEIROPOLIS D'OESTE";3452
"510385 GAUCHA DO NORTE";7782
"510390 GENERAL CARNEIRO";5675
"510395 GLORIA D'OESTE";3008
"510410 GUARANTA DO NORTE";36130
"510420 GUIRATINGA";15635
"510450 INDIAVAI";2779
"510452 IPIRANGA DO NORTE";7920
"510454 ITANHANGA";6885
"510455 ITAUBA";3704
"510460 ITIQUIRA";13552
"510480 JACIARA";27556
"510490 JANGADA";8378
"510500 JAURU";8582
"510510 JUARA";35121
"510515 JUINA";41101
"510517 JURUENA";16335
"510520 JUSCIMEIRA";11176
"510523 LAMBARI D'OESTE";6186
"510525 LUCAS DO RIO VERDE";67620
"510530 LUCIARA";2058
"510550 VILA BELA DA SANTISSIMA TRINDADE";16271
"510558 MARCELANDIA";10301
"510560 MATUPA";16793
"510562 MIRASSOL D'OESTE";27941
"510590 NOBRES";15334
"510600 NORTELANDIA";5923
"510610 NOSSA SENHORA DO LIVRAMENTO";13104
"510615 NOVA BANDEIRANTES";15685
"510617 NOVA NAZARE";3932
"510618 NOVA LACERDA";6751
"510619 NOVA SANTA HELENA";3737
"510620 NOVA BRASILANDIA";3750
"510621 NOVA CANAA DO NORTE";12831
"510622 NOVA MUTUM";46813
"510623 NOVA OLIMPIA";20563
"510624 NOVA UBIRATA";12215
"510625 NOVA XAVANTINA";21554
"510626 NOVO MUNDO";9363
"510627 NOVO HORIZONTE DO NORTE";4051
"510628 NOVO SAO JOAQUIM";4956
"510629 PARANAITA";11259
"510630 PARANATINGA";22944
"510631 NOVO SANTO ANTONIO";2705
"510637 PEDRA PRETA";17384
"510642 PEIXOTO DE AZEVEDO";35338
"510645 PLANALTO DA SERRA";2649
"510650 POCONE";33315
"510665 PONTAL DO ARAGUAIA";6843
"510670 PONTE BRANCA";1550
"510675 PONTES E LACERDA";45774
"510677 PORTO ALEGRE DO NORTE";12685
"510680 PORTO DOS GAUCHOS";5363
"510682 PORTO ESPERIDIAO";12097
"510685 PORTO ESTRELA";2877
"510700 POXOREO";16126
"510704 PRIMAVERA DO LESTE";62933
"510706 QUERENCIA";17937
"510710 SAO JOSE DOS QUATRO MARCOS";18846
"510715 RESERVA DO CABACAL";2743
"510718 RIBEIRAO CASCALHEIRA";10329
"510719 RIBEIRAOZINHO";2422
"510720 RIO BRANCO";5150
"510724 SANTA CARMEM";4563
"510726 SANTO AFONSO";3155
"510729 SAO JOSE DO POVO";4060
"510730 SAO JOSE DO RIO CLARO";21011
"510735 SAO JOSE DO XINGU";5620
"510740 SAO PEDRO DA CIPA";4771
"510757 RONDOLANDIA";4036
"510760 RONDONOPOLIS";236104
"510770 ROSARIO OESTE";17080
"510774 SANTA CRUZ DO XINGU";2633
"510775 SALTO DO CEU";3295
"510776 SANTA RITA DO TRIVELATO";3506
"510777 SANTA TEREZINHA";8460
"510779 SANTO ANTONIO DO LESTE";5316
"510780 SANTO ANTONIO DO LEVERGER";16999
"510785 SAO FELIX DO ARAGUAIA";11843
"510787 SAPEZAL";26688
"510788 SERRA NOVA DOURADA";1678
"510790 SINOP";146005
"510792 SORRISO";92536
"510794 TABAPORA";9429
"510795 TANGARA DA SERRA";105711
"510800 TAPURAH";14046
"510805 TERRA NOVA DO NORTE";9473
"510810 TESOURO";3741
"510820 TORIXOREU";3547
"510830 UNIAO DO SUL";3490
"510835 VALE DE SAO DOMINGOS";3126
"510840 VARZEA GRANDE";287526
"510850 VERA";11635
"510860 VILA RICA";26496
"510880 NOVA GUARITA";4464
"510885 NOVA MARILANDIA";3304
"510890 NOVA MARINGA";8850
"510895 NOVA MONTE VERDE";9277
"520005 ABADIA DE GOIAS";8976
"520010 ABADIANIA";20463
"520013 ACREUNA";22534
"520015 ADELANDIA";2516
"520017 AGUA FRIA DE GOIAS";5787
"520020 AGUA LIMPA";1830
"520025 AGUAS LINDAS DE GOIAS";217708
"520030 ALEXANIA";28010
"520050 ALOANDIA";1986
"520055 ALTO HORIZONTE";6609
"520060 ALTO PARAISO DE GOIAS";7688
"520080 ALVORADA DO NORTE";8705
"520082 AMARALINA";3843
"520085 AMERICANO DO BRASIL";6169
"520090 AMORINOPOLIS";3068
"520110 ANAPOLIS";391784
"520120 ANHANGUERA";1160
"520130 ANICUNS";21986
"520140 APARECIDA DE GOIANIA";590143
"520145 APARECIDA DO RIO DOCE";2474
"520150 APORE";4232
"520160 ARACU";3486
"520170 ARAGARCAS";20259
"520180 ARAGOIANIA";10496
"520215 ARAGUAPAZ";7783
"520235 ARENOPOLIS";2536
"520250 ARUANA";10110
"520260 AURILANDIA";3061
"520280 AVELINOPOLIS";2409
"520310 BALIZA";5279
"520320 BARRO ALTO";11408
"520330 BELA VISTA DE GOIAS";30499
"520340 BOM JARDIM DE GOIAS";8884
"520350 BOM JESUS DE GOIAS";25648
"520355 BONFINOPOLIS";9912
"520357 BONOPOLIS";4493
"520360 BRAZABRANTES";3769
"520380 BRITANIA";5797
"520390 BURITI ALEGRE";9490
"520393 BURITI DE GOIAS";2476
"520396 BURITINOPOLIS";3281
"520400 CABECEIRAS";8046
"520410 CACHOEIRA ALTA";12665
"520420 CACHOEIRA DE GOIAS";1346
"520425 CACHOEIRA DOURADA";8031
"520430 CACU";16270
"520440 CAIAPONIA";19113
"520450 CALDAS NOVAS";93196
"520455 CALDAZINHA";3856
"520460 CAMPESTRE DE GOIAS";3644
"520465 CAMPINACU";3636
"520470 CAMPINORTE";12745
"520480 CAMPO ALEGRE DE GOIAS";7738
"520485 CAMPO LIMPO DE GOIAS";7940
"520490 CAMPOS BELOS";20007
"520495 CAMPOS VERDES";1830
"520500 CARMO DO RIO VERDE";10197
"520505 CASTELANDIA";3407
"520510 CATALAO";110979
"520520 CATURAI";5101
"520530 CAVALCANTE";9725
"520540 CERES";22295
"520545 CEZARINA";8700
"520547 CHAPADAO DO CEU";10486
"520549 CIDADE OCIDENTAL";72890
"520551 COCALZINHO DE GOIAS";20512
"520552 COLINAS DO SUL";3360
"520570 CORREGO DO OURO";2290
"520580 CORUMBA DE GOIAS";11165
"520590 CORUMBAIBA";9869
"520620 CRISTALINA";60200
"520630 CRISTIANOPOLIS";2964
"520640 CRIXAS";17044
"520650 CROMINIA";3472
"520660 CUMARI";2837
"520670 DAMIANOPOLIS";3306
"520680 DAMOLANDIA";2929
"520690 DAVINOPOLIS";2094
"520710 DIORAMA";2481
"520725 DOVERLANDIA";7247
"520735 EDEALINA";3688
"520740 EDEIA";12467
"520750 ESTRELA DO NORTE";3264
"520753 FAINA";6576
"520760 FAZENDA NOVA";5553
"520780 FIRMINOPOLIS";13451
"520790 FLORES DE GOIAS";16979
"520800 FORMOSA";123684
"520810 FORMOSO";4172
"520815 GAMELEIRA DE GOIAS";3862
"520830 DIVINOPOLIS DE GOIAS";4727
"520840 GOIANAPOLIS";11224
"520850 GOIANDIRA";5625
"520860 GOIANESIA";71075
"520870 GOIANIA";1536087
"520880 GOIANIRA";45293
"520890 GOIAS";22381
"520910 GOIATUBA";34203
"520915 GOUVELANDIA";5988
"520920 GUAPO";14207
"520929 GUARAITA";1948
"520940 GUARANI DE GOIAS";3846
"520945 GUARINOS";1737
"520960 HEITORAI";3733
"520970 HIDROLANDIA";22124
"520980 HIDROLINA";3505
"520990 IACIARA";14082
"520993 INACIOLANDIA";6235
"520995 INDIARA";15790
"521000 INHUMAS";53271
"521010 IPAMERI";27180
"521015 IPIRANGA DE GOIAS";2892
"521020 IPORA";31503
"521030 ISRAELANDIA";2786
"521040 ITABERAI";43623
"521056 ITAGUARI";4675
"521060 ITAGUARU";5215
"521080 ITAJA";4475
"521090 ITAPACI";23421
"521100 ITAPIRAPUA";4685
"521120 ITAPURANGA";25682
"521130 ITARUMA";7259
"521140 ITAUCU";8947
"521150 ITUMBIARA";105801
"521160 IVOLANDIA";2330
"521170 JANDAIA";6025
"521180 JARAGUA";51352
"521190 JATAI";102065
"521200 JAUPACI";2860
"521205 JESUPOLIS";2482
"521210 JOVIANIA";7402
"521220 JUSSARA";18371
"521225 LAGOA SANTA";1621
"521230 LEOPOLDO DE BULHOES";7659
"521250 LUZIANIA";211507
"521260 MAIRIPOTABA";2363
"521270 MAMBAI";9083
"521280 MARA ROSA";9371
"521290 MARZAGAO";2250
"521295 MATRINCHA";4336
"521300 MAURILANDIA";14327
"521305 MIMOSO DE GOIAS";2589
"521308 MINACU";28789
"521310 MINEIROS";68154
"521340 MOIPORA";1498
"521350 MONTE ALEGRE DE GOIAS";8684
"521370 MONTES CLAROS DE GOIAS";8045
"521375 MONTIVIDIU";13666
"521377 MONTIVIDIU DO NORTE";4509
"521380 MORRINHOS";46553
"521385 MORRO AGUDO DE GOIAS";2232
"521390 MOSSAMEDES";4203
"521400 MOZARLANDIA";15870
"521405 MUNDO NOVO";4711
"521410 MUTUNOPOLIS";3764
"521440 NAZARIO";9260
"521450 NEROPOLIS";30398
"521460 NIQUELANDIA";46730
"521470 NOVA AMERICA";2357
"521480 NOVA AURORA";2224
"521483 NOVA CRIXAS";12945
"521486 NOVA GLORIA";8113
"521487 NOVA IGUACU DE GOIAS";2934
"521490 NOVA ROMA";3236
"521500 NOVA VENEZA";10032
"521520 NOVO BRASIL";2843
"521523 NOVO GAMA";117703
"521525 NOVO PLANALTO";4544
"521530 ORIZONA";15725
"521540 OURO VERDE DE GOIAS";3715
"521550 OUVIDOR";6782
"521560 PADRE BERNARDO";34430
"521565 PALESTINA DE GOIAS";3467
"521570 PALMEIRAS DE GOIAS";29392
"521580 PALMELO";2381
"521590 PALMINOPOLIS";3582
"521600 PANAMA";2602
"521630 PARANAIGUARA";10140
"521640 PARAUNA";10994
"521645 PEROLANDIA";3143
"521680 PETROLINA DE GOIAS";10259
"521690 PILAR DE GOIAS";2194
"521710 PIRACANJUBA";24519
"521720 PIRANHAS";10272
"521730 PIRENOPOLIS";25066
"521740 PIRES DO RIO";31685
"521760 PLANALTINA";90640
"521770 PONTALINA";17860
"521800 PORANGATU";45633
"521805 PORTEIRAO";3931
"521810 PORTELANDIA";4022
"521830 POSSE";37421
"521839 PROFESSOR JAMIL";3230
"521850 QUIRINOPOLIS";50702
"521860 RIALMA";10940
"521870 RIANAPOLIS";4817
"521878 RIO QUENTE";4612
"521880 RIO VERDE";241518
"521890 RUBIATABA";19947
"521900 SANCLERLANDIA";7635
"521910 SANTA BARBARA DE GOIAS";6628
"521920 SANTA CRUZ DE GOIAS";2817
"521925 SANTA FE DE GOIAS";5523
"521930 SANTA HELENA DE GOIAS";38806
"521935 SANTA ISABEL";3815
"521940 SANTA RITA DO ARAGUAIA";8935
"521945 SANTA RITA DO NOVO DESTINO";3355
"521950 SANTA ROSA DE GOIAS";2266
"521960 SANTA TEREZA DE GOIAS";3280
"521970 SANTA TEREZINHA DE GOIAS";8565
"521971 SANTO ANTONIO DA BARRA";4854
"521973 SANTO ANTONIO DE GOIAS";6440
"521975 SANTO ANTONIO DO DESCOBERTO";75811
"521980 SAO DOMINGOS";13154
"521990 SAO FRANCISCO DE GOIAS";6261
"522000 SAO JOAO D'ALIANCA";14085
"522005 SAO JOAO DA PARAUNA";1345
"522010 SAO LUIS DE MONTES BELOS";34156
"522015 SAO LUIZ DO NORTE";5215
"522020 SAO MIGUEL DO ARAGUAIA";21920
"522026 SAO MIGUEL DO PASSA QUATRO";4082
"522028 SAO PATRICIO";2039
"522040 SAO SIMAO";20985
"522045 SENADOR CANEDO";118437
"522050 SERRANOPOLIS";8642
"522060 SILVANIA";20821
"522068 SIMOLANDIA";6872
"522070 SITIO D'ABADIA";3027
"522100 TAQUARAL DE GOIAS";3514
"522108 TERESINA DE GOIAS";3498
"522119 TEREZOPOLIS DE GOIAS";8186
"522130 TRES RANCHOS";2834
"522140 TRINDADE";129832
"522145 TROMBAS";3498
"522150 TURVANIA";4560
"522155 TURVELANDIA";5365
"522157 UIRAPURU";2842
"522160 URUACU";40849
"522170 URUANA";13818
"522180 URUTAI";3062
"522185 VALPARAISO DE GOIAS";172135
"522190 VARJAO";3838
"522200 VIANOPOLIS";13977
"522205 VICENTINOPOLIS";8875
"522220 VILA BOA";6312
"522230 VILA PROPICIO";5882
"530010 BRASILIA";3055149
